Ride,Date-Time,Wait Time
Pirates of the Caribbean,2020-01-14 9:10,10
Pirates of the Caribbean,2020-01-14 9:15,10
Pirates of the Caribbean,2020-01-14 9:20,10
Pirates of the Caribbean,2020-01-14 9:25,10
Pirates of the Caribbean,2020-01-14 9:30,15
Pirates of the Caribbean,2020-01-14 9:35,15
Pirates of the Caribbean,2020-01-14 9:40,15
Pirates of the Caribbean,2020-01-14 9:45,25
Pirates of the Caribbean,2020-01-14 9:50,30
Pirates of the Caribbean,2020-01-14 9:55,30
Pirates of the Caribbean,2020-01-14 10:00,45
Pirates of the Caribbean,2020-01-14 10:05,60
Pirates of the Caribbean,2020-01-14 10:10,50
Pirates of the Caribbean,2020-01-14 10:15,50
Pirates of the Caribbean,2020-01-14 10:20,45
Pirates of the Caribbean,2020-01-14 10:25,35
Pirates of the Caribbean,2020-01-14 10:30,35
Pirates of the Caribbean,2020-01-14 10:35,25
Pirates of the Caribbean,2020-01-14 10:40,25
Pirates of the Caribbean,2020-01-14 10:45,35
Pirates of the Caribbean,2020-01-14 10:50,35
Pirates of the Caribbean,2020-01-14 10:55,45
Pirates of the Caribbean,2020-01-14 11:00,60
Pirates of the Caribbean,2020-01-14 11:05,60
Pirates of the Caribbean,2020-01-14 11:10,60
Pirates of the Caribbean,2020-01-14 11:15,60
Pirates of the Caribbean,2020-01-14 11:20,55
Pirates of the Caribbean,2020-01-14 11:25,55
Pirates of the Caribbean,2020-01-14 11:30,55
Pirates of the Caribbean,2020-01-14 11:35,55
Pirates of the Caribbean,2020-01-14 11:40,50
Pirates of the Caribbean,2020-01-14 11:45,50
Pirates of the Caribbean,2020-01-14 11:50,50
Pirates of the Caribbean,2020-01-14 11:55,55
Pirates of the Caribbean,2020-01-14 12:00,55
Pirates of the Caribbean,2020-01-14 12:05,55
Pirates of the Caribbean,2020-01-14 12:10,60
Pirates of the Caribbean,2020-01-14 12:15,50
Pirates of the Caribbean,2020-01-14 12:20,50
Pirates of the Caribbean,2020-01-14 12:25,50
Pirates of the Caribbean,2020-01-14 12:30,60
Pirates of the Caribbean,2020-01-14 12:35,60
Pirates of the Caribbean,2020-01-14 12:40,60
Pirates of the Caribbean,2020-01-14 12:45,60
Pirates of the Caribbean,2020-01-14 12:50,60
Pirates of the Caribbean,2020-01-14 12:55,55
Pirates of the Caribbean,2020-01-14 13:00,45
Pirates of the Caribbean,2020-01-14 13:05,45
Pirates of the Caribbean,2020-01-14 13:10,40
Pirates of the Caribbean,2020-01-14 13:15,45
Pirates of the Caribbean,2020-01-14 13:20,45
Pirates of the Caribbean,2020-01-14 13:25,50
Pirates of the Caribbean,2020-01-14 13:30,50
Pirates of the Caribbean,2020-01-14 13:35,50
Pirates of the Caribbean,2020-01-14 13:40,50
Pirates of the Caribbean,2020-01-14 13:45,55
Pirates of the Caribbean,2020-01-14 13:50,50
Pirates of the Caribbean,2020-01-14 13:55,50
Pirates of the Caribbean,2020-01-14 14:00,45
Pirates of the Caribbean,2020-01-14 14:05,50
Pirates of the Caribbean,2020-01-14 14:10,40
Pirates of the Caribbean,2020-01-14 14:15,40
Pirates of the Caribbean,2020-01-14 14:20,35
Pirates of the Caribbean,2020-01-14 14:25,35
Pirates of the Caribbean,2020-01-14 14:30,40
Pirates of the Caribbean,2020-01-14 14:35,45
Pirates of the Caribbean,2020-01-14 14:40,40
Pirates of the Caribbean,2020-01-14 14:45,35
Pirates of the Caribbean,2020-01-14 14:50,35
Pirates of the Caribbean,2020-01-14 14:55,40
Pirates of the Caribbean,2020-01-14 15:00,35
Pirates of the Caribbean,2020-01-14 15:05,30
Pirates of the Caribbean,2020-01-14 15:10,25
Pirates of the Caribbean,2020-01-14 15:15,15
Pirates of the Caribbean,2020-01-14 15:20,15
Pirates of the Caribbean,2020-01-14 15:25,25
Pirates of the Caribbean,2020-01-14 15:30,30
Pirates of the Caribbean,2020-01-14 15:35,40
Pirates of the Caribbean,2020-01-14 15:40,45
Pirates of the Caribbean,2020-01-14 15:45,45
Pirates of the Caribbean,2020-01-14 15:50,50
Pirates of the Caribbean,2020-01-14 15:55,65
Pirates of the Caribbean,2020-01-14 16:00,65
Pirates of the Caribbean,2020-01-14 16:05,40
Pirates of the Caribbean,2020-01-14 16:10,40
Pirates of the Caribbean,2020-01-14 16:15,40
Pirates of the Caribbean,2020-01-14 16:20,35
Pirates of the Caribbean,2020-01-14 16:25,35
Pirates of the Caribbean,2020-01-14 16:30,35
Pirates of the Caribbean,2020-01-14 16:35,35
Pirates of the Caribbean,2020-01-14 16:40,40
Pirates of the Caribbean,2020-01-14 16:45,40
Pirates of the Caribbean,2020-01-14 16:50,30
Pirates of the Caribbean,2020-01-14 16:55,30
Pirates of the Caribbean,2020-01-14 17:00,30
Pirates of the Caribbean,2020-01-14 17:05,30
Pirates of the Caribbean,2020-01-14 17:10,25
Pirates of the Caribbean,2020-01-14 17:15,35
Pirates of the Caribbean,2020-01-14 17:20,35
Pirates of the Caribbean,2020-01-14 17:25,40
Pirates of the Caribbean,2020-01-14 17:30,40
Pirates of the Caribbean,2020-01-14 17:35,40
Pirates of the Caribbean,2020-01-14 17:40,30
Pirates of the Caribbean,2020-01-14 17:45,25
Pirates of the Caribbean,2020-01-14 17:50,25
Pirates of the Caribbean,2020-01-14 17:55,25
Pirates of the Caribbean,2020-01-14 18:00,25
Pirates of the Caribbean,2020-01-14 18:05,20
Pirates of the Caribbean,2020-01-14 18:10,25
Pirates of the Caribbean,2020-01-14 18:15,25
Pirates of the Caribbean,2020-01-14 18:20,25
Pirates of the Caribbean,2020-01-14 18:25,25
Pirates of the Caribbean,2020-01-14 18:30,25
Pirates of the Caribbean,2020-01-14 18:40,20
Pirates of the Caribbean,2020-01-14 18:45,20
Pirates of the Caribbean,2020-01-14 18:55,10
Pirates of the Caribbean,2020-01-14 19:00,10
Pirates of the Caribbean,2020-01-14 19:05,15
Pirates of the Caribbean,2020-01-14 19:10,10
Pirates of the Caribbean,2020-01-14 19:15,10
Pirates of the Caribbean,2020-01-14 19:20,10
Pirates of the Caribbean,2020-01-14 19:25,10
Pirates of the Caribbean,2020-01-14 19:30,10
Pirates of the Caribbean,2020-01-14 19:35,10
Pirates of the Caribbean,2020-01-14 19:40,10
Pirates of the Caribbean,2020-01-14 19:45,10
Pirates of the Caribbean,2020-01-14 19:50,10
Pirates of the Caribbean,2020-01-14 19:55,5
Pirates of the Caribbean,2020-01-14 20:00,5
Pirates of the Caribbean,2020-01-15 8:40,5
Pirates of the Caribbean,2020-01-15 8:45,5
Pirates of the Caribbean,2020-01-15 8:50,5
Pirates of the Caribbean,2020-01-15 8:55,5
Pirates of the Caribbean,2020-01-15 9:00,5
Pirates of the Caribbean,2020-01-15 9:05,20
Pirates of the Caribbean,2020-01-15 9:10,10
Pirates of the Caribbean,2020-01-15 9:15,10
Pirates of the Caribbean,2020-01-15 9:20,10
Pirates of the Caribbean,2020-01-15 9:25,10
Pirates of the Caribbean,2020-01-15 9:30,10
Pirates of the Caribbean,2020-01-15 9:35,10
Pirates of the Caribbean,2020-01-15 9:40,20
Pirates of the Caribbean,2020-01-15 9:46,20
Pirates of the Caribbean,2020-01-15 9:50,20
Pirates of the Caribbean,2020-01-15 9:55,20
Pirates of the Caribbean,2020-01-15 10:00,30
Pirates of the Caribbean,2020-01-15 10:05,35
Pirates of the Caribbean,2020-01-15 10:10,35
Pirates of the Caribbean,2020-01-15 10:15,35
Pirates of the Caribbean,2020-01-15 10:20,40
Pirates of the Caribbean,2020-01-15 10:25,45
Pirates of the Caribbean,2020-01-15 10:30,45
Pirates of the Caribbean,2020-01-15 10:35,45
Pirates of the Caribbean,2020-01-15 10:40,55
Pirates of the Caribbean,2020-01-15 10:45,55
Pirates of the Caribbean,2020-01-15 10:50,55
Pirates of the Caribbean,2020-01-15 10:55,55
Pirates of the Caribbean,2020-01-15 11:00,55
Pirates of the Caribbean,2020-01-15 11:05,55
Pirates of the Caribbean,2020-01-15 11:10,55
Pirates of the Caribbean,2020-01-15 11:15,45
Pirates of the Caribbean,2020-01-15 11:20,45
Pirates of the Caribbean,2020-01-15 11:25,35
Pirates of the Caribbean,2020-01-15 11:30,45
Pirates of the Caribbean,2020-01-15 11:35,45
Pirates of the Caribbean,2020-01-15 11:40,50
Pirates of the Caribbean,2020-01-15 11:45,50
Pirates of the Caribbean,2020-01-15 11:50,50
Pirates of the Caribbean,2020-01-15 11:55,50
Pirates of the Caribbean,2020-01-15 12:00,55
Pirates of the Caribbean,2020-01-15 12:05,50
Pirates of the Caribbean,2020-01-15 12:10,50
Pirates of the Caribbean,2020-01-15 12:15,35
Pirates of the Caribbean,2020-01-15 12:20,45
Pirates of the Caribbean,2020-01-15 12:25,40
Pirates of the Caribbean,2020-01-15 12:35,60
Pirates of the Caribbean,2020-01-15 12:40,55
Pirates of the Caribbean,2020-01-15 12:45,55
Pirates of the Caribbean,2020-01-15 12:50,60
Pirates of the Caribbean,2020-01-15 12:55,75
Pirates of the Caribbean,2020-01-15 13:00,60
Pirates of the Caribbean,2020-01-15 13:05,50
Pirates of the Caribbean,2020-01-15 13:10,45
Pirates of the Caribbean,2020-01-15 13:15,40
Pirates of the Caribbean,2020-01-15 13:20,45
Pirates of the Caribbean,2020-01-15 13:25,45
Pirates of the Caribbean,2020-01-15 13:30,55
Pirates of the Caribbean,2020-01-15 13:35,60
Pirates of the Caribbean,2020-01-15 13:40,65
Pirates of the Caribbean,2020-01-15 13:45,65
Pirates of the Caribbean,2020-01-15 13:50,60
Pirates of the Caribbean,2020-01-15 13:55,60
Pirates of the Caribbean,2020-01-15 14:00,55
Pirates of the Caribbean,2020-01-15 14:05,55
Pirates of the Caribbean,2020-01-15 14:10,50
Pirates of the Caribbean,2020-01-15 14:15,50
Pirates of the Caribbean,2020-01-15 14:20,50
Pirates of the Caribbean,2020-01-15 14:25,45
Pirates of the Caribbean,2020-01-15 14:30,45
Pirates of the Caribbean,2020-01-15 14:35,50
Pirates of the Caribbean,2020-01-15 14:40,50
Pirates of the Caribbean,2020-01-15 14:45,55
Pirates of the Caribbean,2020-01-15 14:50,55
Pirates of the Caribbean,2020-01-15 14:55,65
Pirates of the Caribbean,2020-01-15 15:00,65
Pirates of the Caribbean,2020-01-15 15:05,30
Pirates of the Caribbean,2020-01-15 15:10,30
Pirates of the Caribbean,2020-01-15 15:15,20
Pirates of the Caribbean,2020-01-15 15:20,20
Pirates of the Caribbean,2020-01-15 15:25,25
Pirates of the Caribbean,2020-01-15 15:30,35
Pirates of the Caribbean,2020-01-15 15:35,35
Pirates of the Caribbean,2020-01-15 15:40,65
Pirates of the Caribbean,2020-01-15 15:45,65
Pirates of the Caribbean,2020-01-15 15:50,65
Pirates of the Caribbean,2020-01-15 15:55,45
Pirates of the Caribbean,2020-01-15 16:00,40
Pirates of the Caribbean,2020-01-15 16:05,40
Pirates of the Caribbean,2020-01-15 16:10,50
Pirates of the Caribbean,2020-01-15 16:15,55
Pirates of the Caribbean,2020-01-15 16:20,55
Pirates of the Caribbean,2020-01-15 16:25,45
Pirates of the Caribbean,2020-01-15 16:30,35
Pirates of the Caribbean,2020-01-15 16:35,35
Pirates of the Caribbean,2020-01-15 16:40,35
Pirates of the Caribbean,2020-01-15 16:45,35
Pirates of the Caribbean,2020-01-15 16:50,35
Pirates of the Caribbean,2020-01-15 16:55,35
Pirates of the Caribbean,2020-01-15 17:00,45
Pirates of the Caribbean,2020-01-15 17:05,45
Pirates of the Caribbean,2020-01-15 17:10,25
Pirates of the Caribbean,2020-01-15 17:15,25
Pirates of the Caribbean,2020-01-15 17:20,30
Pirates of the Caribbean,2020-01-15 17:25,35
Pirates of the Caribbean,2020-01-15 17:35,35
Pirates of the Caribbean,2020-01-15 17:40,35
Pirates of the Caribbean,2020-01-15 17:45,45
Pirates of the Caribbean,2020-01-15 17:50,50
Pirates of the Caribbean,2020-01-15 17:55,40
Pirates of the Caribbean,2020-01-15 18:00,40
Pirates of the Caribbean,2020-01-15 18:05,35
Pirates of the Caribbean,2020-01-15 18:10,30
Pirates of the Caribbean,2020-01-15 18:15,30
Pirates of the Caribbean,2020-01-15 18:20,35
Pirates of the Caribbean,2020-01-15 18:25,35
Pirates of the Caribbean,2020-01-15 18:30,35
Pirates of the Caribbean,2020-01-15 18:40,35
Pirates of the Caribbean,2020-01-15 18:45,35
Pirates of the Caribbean,2020-01-15 18:50,35
Pirates of the Caribbean,2020-01-15 18:55,35
Pirates of the Caribbean,2020-01-15 19:00,35
Pirates of the Caribbean,2020-01-15 19:05,35
Pirates of the Caribbean,2020-01-15 19:10,30
Pirates of the Caribbean,2020-01-15 19:15,30
Pirates of the Caribbean,2020-01-15 19:20,30
Pirates of the Caribbean,2020-01-15 19:25,30
Pirates of the Caribbean,2020-01-15 19:30,25
Pirates of the Caribbean,2020-01-15 19:35,25
Pirates of the Caribbean,2020-01-15 19:40,20
Pirates of the Caribbean,2020-01-15 19:45,20
Pirates of the Caribbean,2020-01-15 19:50,20
Pirates of the Caribbean,2020-01-15 19:55,20
Pirates of the Caribbean,2020-01-15 20:00,20
Pirates of the Caribbean,2020-01-15 20:05,10
Pirates of the Caribbean,2020-01-15 20:10,10
Pirates of the Caribbean,2020-01-15 20:15,5
Pirates of the Caribbean,2020-01-15 20:20,5
Pirates of the Caribbean,2020-01-15 20:25,10
Pirates of the Caribbean,2020-01-15 20:30,10
Pirates of the Caribbean,2020-01-15 20:35,15
Pirates of the Caribbean,2020-01-15 20:40,20
Pirates of the Caribbean,2020-01-15 20:45,20
Pirates of the Caribbean,2020-01-15 20:50,15
Pirates of the Caribbean,2020-01-15 20:55,15
Pirates of the Caribbean,2020-01-15 21:00,15
Pirates of the Caribbean,2020-01-15 21:05,15
Pirates of the Caribbean,2020-01-15 21:10,15
Pirates of the Caribbean,2020-01-15 21:15,15
Pirates of the Caribbean,2020-01-15 21:20,15
Pirates of the Caribbean,2020-01-15 21:25,15
Pirates of the Caribbean,2020-01-15 21:30,10
Pirates of the Caribbean,2020-01-15 21:35,10
Pirates of the Caribbean,2020-01-15 21:45,10
Pirates of the Caribbean,2020-01-15 21:50,10
Pirates of the Caribbean,2020-01-15 21:55,5
Pirates of the Caribbean,2020-01-16 9:05,10
Pirates of the Caribbean,2020-01-16 9:10,10
Pirates of the Caribbean,2020-01-16 9:15,5
Pirates of the Caribbean,2020-01-16 9:20,5
Pirates of the Caribbean,2020-01-16 9:25,5
Pirates of the Caribbean,2020-01-16 9:30,5
Pirates of the Caribbean,2020-01-16 9:35,15
Pirates of the Caribbean,2020-01-16 9:40,15
Pirates of the Caribbean,2020-01-16 9:45,5
Pirates of the Caribbean,2020-01-16 9:50,5
Pirates of the Caribbean,2020-01-16 9:55,10
Pirates of the Caribbean,2020-01-16 10:00,10
Pirates of the Caribbean,2020-01-16 10:05,20
Pirates of the Caribbean,2020-01-16 10:10,20
Pirates of the Caribbean,2020-01-16 10:15,30
Pirates of the Caribbean,2020-01-16 10:20,30
Pirates of the Caribbean,2020-01-16 10:25,40
Pirates of the Caribbean,2020-01-16 10:30,45
Pirates of the Caribbean,2020-01-16 10:35,45
Pirates of the Caribbean,2020-01-16 10:40,45
Pirates of the Caribbean,2020-01-16 10:45,45
Pirates of the Caribbean,2020-01-16 10:50,55
Pirates of the Caribbean,2020-01-16 10:55,55
Pirates of the Caribbean,2020-01-16 11:00,55
Pirates of the Caribbean,2020-01-16 11:05,60
Pirates of the Caribbean,2020-01-16 11:10,60
Pirates of the Caribbean,2020-01-16 11:15,45
Pirates of the Caribbean,2020-01-16 11:20,45
Pirates of the Caribbean,2020-01-16 11:25,50
Pirates of the Caribbean,2020-01-16 11:30,50
Pirates of the Caribbean,2020-01-16 11:35,45
Pirates of the Caribbean,2020-01-16 11:40,45
Pirates of the Caribbean,2020-01-16 11:45,45
Pirates of the Caribbean,2020-01-16 11:50,45
Pirates of the Caribbean,2020-01-16 11:55,45
Pirates of the Caribbean,2020-01-16 12:00,45
Pirates of the Caribbean,2020-01-16 12:05,40
Pirates of the Caribbean,2020-01-16 12:10,40
Pirates of the Caribbean,2020-01-16 12:15,50
Pirates of the Caribbean,2020-01-16 12:20,50
Pirates of the Caribbean,2020-01-16 12:25,55
Pirates of the Caribbean,2020-01-16 12:30,55
Pirates of the Caribbean,2020-01-16 12:35,45
Pirates of the Caribbean,2020-01-16 12:40,45
Pirates of the Caribbean,2020-01-16 12:45,40
Pirates of the Caribbean,2020-01-16 12:50,40
Pirates of the Caribbean,2020-01-16 12:55,40
Pirates of the Caribbean,2020-01-16 13:00,45
Pirates of the Caribbean,2020-01-16 13:05,45
Pirates of the Caribbean,2020-01-16 13:10,50
Pirates of the Caribbean,2020-01-16 13:15,50
Pirates of the Caribbean,2020-01-16 13:20,35
Pirates of the Caribbean,2020-01-16 13:25,40
Pirates of the Caribbean,2020-01-16 13:30,40
Pirates of the Caribbean,2020-01-16 13:35,50
Pirates of the Caribbean,2020-01-16 13:40,60
Pirates of the Caribbean,2020-01-16 13:45,60
Pirates of the Caribbean,2020-01-16 13:50,40
Pirates of the Caribbean,2020-01-16 13:55,40
Pirates of the Caribbean,2020-01-16 14:00,35
Pirates of the Caribbean,2020-01-16 14:05,40
Pirates of the Caribbean,2020-01-16 14:10,40
Pirates of the Caribbean,2020-01-16 14:15,45
Pirates of the Caribbean,2020-01-16 14:20,45
Pirates of the Caribbean,2020-01-16 14:25,45
Pirates of the Caribbean,2020-01-16 14:30,50
Pirates of the Caribbean,2020-01-16 14:35,40
Pirates of the Caribbean,2020-01-16 14:40,40
Pirates of the Caribbean,2020-01-16 14:45,40
Pirates of the Caribbean,2020-01-16 14:50,35
Pirates of the Caribbean,2020-01-16 14:55,35
Pirates of the Caribbean,2020-01-16 15:00,60
Pirates of the Caribbean,2020-01-16 15:05,60
Pirates of the Caribbean,2020-01-16 15:10,45
Pirates of the Caribbean,2020-01-16 15:15,45
Pirates of the Caribbean,2020-01-16 15:20,30
Pirates of the Caribbean,2020-01-16 15:30,20
Pirates of the Caribbean,2020-01-16 15:35,20
Pirates of the Caribbean,2020-01-16 15:40,40
Pirates of the Caribbean,2020-01-16 15:45,40
Pirates of the Caribbean,2020-01-16 15:50,45
Pirates of the Caribbean,2020-01-16 15:55,45
Pirates of the Caribbean,2020-01-16 16:00,45
Pirates of the Caribbean,2020-01-16 16:05,45
Pirates of the Caribbean,2020-01-16 16:10,50
Pirates of the Caribbean,2020-01-16 16:15,50
Pirates of the Caribbean,2020-01-16 16:20,50
Pirates of the Caribbean,2020-01-16 16:25,55
Pirates of the Caribbean,2020-01-16 16:30,55
Pirates of the Caribbean,2020-01-16 16:35,50
Pirates of the Caribbean,2020-01-16 16:40,35
Pirates of the Caribbean,2020-01-16 16:45,35
Pirates of the Caribbean,2020-01-16 16:50,30
Pirates of the Caribbean,2020-01-16 16:55,30
Pirates of the Caribbean,2020-01-16 17:00,35
Pirates of the Caribbean,2020-01-16 17:05,35
Pirates of the Caribbean,2020-01-16 17:10,45
Pirates of the Caribbean,2020-01-16 17:15,55
Pirates of the Caribbean,2020-01-16 17:20,55
Pirates of the Caribbean,2020-01-16 17:25,45
Pirates of the Caribbean,2020-01-16 17:30,45
Pirates of the Caribbean,2020-01-16 17:35,35
Pirates of the Caribbean,2020-01-16 17:40,35
Pirates of the Caribbean,2020-01-16 17:50,35
Pirates of the Caribbean,2020-01-16 17:55,35
Pirates of the Caribbean,2020-01-16 18:00,35
Pirates of the Caribbean,2020-01-16 18:05,35
Pirates of the Caribbean,2020-01-16 18:10,35
Pirates of the Caribbean,2020-01-16 18:15,35
Pirates of the Caribbean,2020-01-16 18:20,35
Pirates of the Caribbean,2020-01-16 18:25,35
Pirates of the Caribbean,2020-01-16 18:30,35
Pirates of the Caribbean,2020-01-16 18:35,35
Pirates of the Caribbean,2020-01-16 18:40,35
Pirates of the Caribbean,2020-01-16 18:45,35
Pirates of the Caribbean,2020-01-16 18:50,35
Pirates of the Caribbean,2020-01-16 18:55,30
Pirates of the Caribbean,2020-01-16 19:00,30
Pirates of the Caribbean,2020-01-16 19:05,25
Pirates of the Caribbean,2020-01-16 19:10,15
Pirates of the Caribbean,2020-01-16 19:15,10
Pirates of the Caribbean,2020-01-16 19:20,10
Pirates of the Caribbean,2020-01-16 19:25,10
Pirates of the Caribbean,2020-01-16 19:30,10
Pirates of the Caribbean,2020-01-16 19:35,10
Pirates of the Caribbean,2020-01-16 19:40,10
Pirates of the Caribbean,2020-01-16 19:45,10
Pirates of the Caribbean,2020-01-16 19:50,10
Pirates of the Caribbean,2020-01-16 19:55,10
Pirates of the Caribbean,2020-01-16 20:00,10
Pirates of the Caribbean,2020-01-17 9:25,20
Pirates of the Caribbean,2020-01-17 9:30,20
Pirates of the Caribbean,2020-01-17 9:35,35
Pirates of the Caribbean,2020-01-17 9:40,50
Pirates of the Caribbean,2020-01-17 9:45,60
Pirates of the Caribbean,2020-01-17 9:50,60
Pirates of the Caribbean,2020-01-17 9:55,65
Pirates of the Caribbean,2020-01-17 10:00,65
Pirates of the Caribbean,2020-01-17 10:05,90
Pirates of the Caribbean,2020-01-17 10:10,55
Pirates of the Caribbean,2020-01-17 10:15,55
Pirates of the Caribbean,2020-01-17 10:20,45
Pirates of the Caribbean,2020-01-17 10:25,45
Pirates of the Caribbean,2020-01-17 10:30,30
Pirates of the Caribbean,2020-01-17 10:35,30
Pirates of the Caribbean,2020-01-17 10:40,30
Pirates of the Caribbean,2020-01-17 10:45,45
Pirates of the Caribbean,2020-01-17 10:50,45
Pirates of the Caribbean,2020-01-17 10:55,65
Pirates of the Caribbean,2020-01-17 11:10,65
Pirates of the Caribbean,2020-01-17 11:15,50
Pirates of the Caribbean,2020-01-17 11:20,55
Pirates of the Caribbean,2020-01-17 11:25,45
Pirates of the Caribbean,2020-01-17 11:30,35
Pirates of the Caribbean,2020-01-17 11:35,35
Pirates of the Caribbean,2020-01-17 11:40,40
Pirates of the Caribbean,2020-01-17 11:45,50
Pirates of the Caribbean,2020-01-17 11:50,65
Pirates of the Caribbean,2020-01-17 11:55,50
Pirates of the Caribbean,2020-01-17 12:00,50
Pirates of the Caribbean,2020-01-17 12:05,35
Pirates of the Caribbean,2020-01-17 12:10,40
Pirates of the Caribbean,2020-01-17 12:15,35
Pirates of the Caribbean,2020-01-17 12:20,45
Pirates of the Caribbean,2020-01-17 12:25,65
Pirates of the Caribbean,2020-01-17 12:30,65
Pirates of the Caribbean,2020-01-17 12:35,70
Pirates of the Caribbean,2020-01-17 12:40,65
Pirates of the Caribbean,2020-01-17 12:45,55
Pirates of the Caribbean,2020-01-17 12:50,40
Pirates of the Caribbean,2020-01-17 12:55,45
Pirates of the Caribbean,2020-01-17 13:00,45
Pirates of the Caribbean,2020-01-17 13:05,45
Pirates of the Caribbean,2020-01-17 13:10,70
Pirates of the Caribbean,2020-01-17 13:15,65
Pirates of the Caribbean,2020-01-17 13:20,65
Pirates of the Caribbean,2020-01-17 13:25,70
Pirates of the Caribbean,2020-01-17 15:50,60
Pirates of the Caribbean,2020-01-17 15:55,30
Pirates of the Caribbean,2020-01-17 16:00,25
Pirates of the Caribbean,2020-01-17 16:05,30
Pirates of the Caribbean,2020-01-17 16:15,40
Pirates of the Caribbean,2020-01-17 16:20,50
Pirates of the Caribbean,2020-01-17 16:25,40
Pirates of the Caribbean,2020-01-17 16:30,40
Pirates of the Caribbean,2020-01-17 16:35,40
Pirates of the Caribbean,2020-01-17 16:40,40
Pirates of the Caribbean,2020-01-17 16:45,45
Pirates of the Caribbean,2020-01-17 16:50,45
Pirates of the Caribbean,2020-01-17 16:55,45
Pirates of the Caribbean,2020-01-17 17:00,35
Pirates of the Caribbean,2020-01-17 17:05,50
Pirates of the Caribbean,2020-01-17 17:10,50
Pirates of the Caribbean,2020-01-17 17:15,50
Pirates of the Caribbean,2020-01-17 17:20,50
Pirates of the Caribbean,2020-01-17 17:25,55
Pirates of the Caribbean,2020-01-17 17:30,55
Pirates of the Caribbean,2020-01-17 17:35,55
Pirates of the Caribbean,2020-01-17 17:40,55
Pirates of the Caribbean,2020-01-17 17:45,55
Pirates of the Caribbean,2020-01-17 17:50,45
Pirates of the Caribbean,2020-01-17 17:55,45
Pirates of the Caribbean,2020-01-17 18:00,45
Pirates of the Caribbean,2020-01-17 18:05,45
Pirates of the Caribbean,2020-01-17 18:15,55
Pirates of the Caribbean,2020-01-17 18:20,60
Pirates of the Caribbean,2020-01-17 18:25,65
Pirates of the Caribbean,2020-01-17 18:30,65
Pirates of the Caribbean,2020-01-17 18:35,65
Pirates of the Caribbean,2020-01-17 18:40,60
Pirates of the Caribbean,2020-01-17 18:45,55
Pirates of the Caribbean,2020-01-17 18:50,55
Pirates of the Caribbean,2020-01-17 18:55,45
Pirates of the Caribbean,2020-01-17 19:00,45
Pirates of the Caribbean,2020-01-17 19:05,45
Pirates of the Caribbean,2020-01-17 19:10,30
Pirates of the Caribbean,2020-01-17 19:15,30
Pirates of the Caribbean,2020-01-17 19:20,25
Pirates of the Caribbean,2020-01-17 19:25,25
Pirates of the Caribbean,2020-01-17 19:30,25
Pirates of the Caribbean,2020-01-17 19:35,25
Pirates of the Caribbean,2020-01-17 19:40,25
Pirates of the Caribbean,2020-01-17 19:45,20
Pirates of the Caribbean,2020-01-17 19:50,15
Pirates of the Caribbean,2020-01-17 21:35,15
Pirates of the Caribbean,2020-01-17 21:40,15
Pirates of the Caribbean,2020-01-17 21:45,15
Pirates of the Caribbean,2020-01-17 21:50,15
Pirates of the Caribbean,2020-01-17 21:55,15
Pirates of the Caribbean,2020-01-17 22:00,15
Pirates of the Caribbean,2020-01-17 22:05,15
Pirates of the Caribbean,2020-01-17 22:10,15
Pirates of the Caribbean,2020-01-17 22:15,15
Pirates of the Caribbean,2020-01-17 22:20,15
Pirates of the Caribbean,2020-01-17 22:25,15
Pirates of the Caribbean,2020-01-17 22:40,15
Pirates of the Caribbean,2020-01-17 22:45,15
Pirates of the Caribbean,2020-01-17 22:50,15
Pirates of the Caribbean,2020-01-17 23:00,15
Pirates of the Caribbean,2020-01-17 23:05,15
Pirates of the Caribbean,2020-01-17 23:10,15
Pirates of the Caribbean,2020-01-17 23:15,15
Pirates of the Caribbean,2020-01-17 23:20,15
Pirates of the Caribbean,2020-01-17 23:25,15
Pirates of the Caribbean,2020-01-17 23:30,15
Pirates of the Caribbean,2020-01-17 23:35,15
Pirates of the Caribbean,2020-01-17 23:45,15
Pirates of the Caribbean,2020-01-17 23:50,15
Pirates of the Caribbean,2020-01-17 23:55,15
Pirates of the Caribbean,2020-01-18 8:05,5
Pirates of the Caribbean,2020-01-18 8:10,5
Pirates of the Caribbean,2020-01-18 8:15,5
Pirates of the Caribbean,2020-01-18 8:20,5
Pirates of the Caribbean,2020-01-18 8:25,5
Pirates of the Caribbean,2020-01-18 8:30,5
Pirates of the Caribbean,2020-01-18 8:35,5
Pirates of the Caribbean,2020-01-18 8:40,5
Pirates of the Caribbean,2020-01-18 8:45,5
Pirates of the Caribbean,2020-01-18 8:50,10
Pirates of the Caribbean,2020-01-18 8:55,5
Pirates of the Caribbean,2020-01-18 9:00,5
Pirates of the Caribbean,2020-01-18 9:05,5
Pirates of the Caribbean,2020-01-18 9:10,5
Pirates of the Caribbean,2020-01-18 9:15,5
Pirates of the Caribbean,2020-01-18 9:20,5
Pirates of the Caribbean,2020-01-18 9:25,10
Pirates of the Caribbean,2020-01-18 9:30,15
Pirates of the Caribbean,2020-01-18 9:35,15
Pirates of the Caribbean,2020-01-18 9:40,20
Pirates of the Caribbean,2020-01-18 9:45,20
Pirates of the Caribbean,2020-01-18 9:50,20
Pirates of the Caribbean,2020-01-18 9:55,20
Pirates of the Caribbean,2020-01-18 10:00,25
Pirates of the Caribbean,2020-01-18 10:05,25
